word,n_char,n_vowels
synmetalizm,11,4
synobójca,9,4
synobójczyni,12,5
synobójstwo,11,4
synod,5,2
synodalny,9,4
synodał,7,3
synodowy,8,4
synodujący,10,5
synodyczny,10,4
synogarlica,11,5
synogarliczka,13,5
synoikia,8,4
synojkizm,9,3
synonim,7,3
synonimia,9,4
synonimiczność,14,5
synonimiczny,12,5
synonimika,10,5
synonimowy,10,5
synopsa,7,3
synopsis,8,3
synoptofor,10,4
synoptyczka,11,4
synoptyczny,11,4
synoptyk,8,3
synoptyka,9,4
synorogeneza,12,6
synostoza,9,4
synostwo,8,3
synostwo,8,3
synovia,7,3
synowa,6,3
synowica,8,4
synowiczka,10,4
synowiec,8,3
synowski,8,3
synowskość,10,3
synsemantyczny,14,5
syntagma,8,3
syntagmata,10,4
syntagmatyczny,14,5
syntaksa,8,3
syntaktyczny,12,4
syntaktyka,10,4
syntan,6,2
syntenowy,9,4
synteresis,10,4
syntereza,9,4
syntetaza,9,4
syntetyczność,13,4
syntetyczny,11,4
syntetyk,8,3
syntetyk,8,3
syntetyka,9,4
syntetyzacja,12,5
syntetyzator,12,5
syntetyzer,10,4
syntetyzm,9,3
syntetyzować,12,5
synteza,7,3
syntezator,10,4
syntezatorowy,13,6
syntezer,8,3
syntezować,10,4
syntezowy,9,4
synthol,7,2
syntholowy,10,4
synthpop,8,2
synthpopowy,11,4
syntina,7,3
syntinowy,9,4
syntofolina,11,5
syntolutan,10,4
syntonia,8,3
syntoniczny,11,4
syntonik,8,3
syntonina,9,4
syntropia,9,3
synuchna,8,3
synulek,7,3
synuś,5,2
synuzja,7,3
syńcio,6,2
sypacz,6,2
sypać,5,2
sypanka,7,3
sypiać,6,2
sypialenka,10,4
sypialka,8,3
sypialnia,9,4
sypialniany,11,5
sypialny,8,3
sypialny,8,3
sypki,5,2
sypkość,7,2
sypnąć,6,2
sypniewski,10,3
sypniewskość,12,3
syra,4,2
syrakuzanin,11,5
syrakuzanka,11,5
syrakuzański,12,5
syrakuzańskość,14,5
syrena,6,3
syreni,6,3
syreniarz,9,3
syrenka,7,3
syrenowate,10,5
syrenowaty,10,5
syreny,6,3
syringa,7,3
syringomielia,13,6
syrinks,7,2
syrinx,6,2
syrmozaur,9,4
syrojeszka,10,4
syrojeżka,9,4
syrop,5,2
syropek,7,3
syropiarnia,11,5
syropowatość,12,5
syropowaty,10,5
syrton,6,2
syryjski,8,3
syryjskość,10,3
syrynga,7,3
syryngomielia,13,6
syryngowy,9,4
sysak,5,2
system,6,2
systemat,8,3
systematoid,11,5
systematyczka,13,5
systematyczniej,15,5
systematyczniejszy,18,6
systematyczność,15,5
systematyczny,13,5
systematyk,10,4
systematyka,11,5
systematyzacja,14,6
systematyzator,14,6
systematyzować,14,6
systemiczny,11,4
systemizować,12,5
systemotwórczy,14,5
systemowość,11,4
systemowy,9,4
systol,6,2
systole,7,3
sysydlaczek,11,4
sysydlaczki,11,4
syta,4,2
sytnik,6,2
sytność,7,2
sytny,5,2
sytość,6,2
sytszy,6,2
sytuacja,8,4
sytuacjonista,13,6
sytuacjonistka,14,6
sytuacjonizm,12,5
sytuacyjność,12,5
sytuacyjny,10,5
sytuować,8,4
sytuowany,9,5
syty,4,2
syty,4,2
syzyfowy,8,4
syzygia,7,3
syzygium,8,3
sz,2,0
sza,3,1
szabas,6,2
szabasować,10,4
szabasowy,9,4
szabasówka,10,4
szabaśnik,9,3
szabaśny,8,3
szabat,6,2
szabatować,10,4
szabatowy,9,4
szabel,6,2
szabelek,8,3
szabelka,8,3
szabelkowość,12,4
szabelkowy,10,4
szabelkówka,11,4
szabelnia,9,3
szabelniczy,11,4
szabelnik,9,3
szabeltas,9,3
szaber,6,2
szaber,6,2
szaber,6,2
szaberek,8,3
szaberek,8,3
szabes,6,2
szabla,6,2
szablak,7,2
szablastość,11,3
szablastozębny,14,5
szablasty,9,3
szablaty,8,3
szablica,8,3
szablina,8,3
szablisko,9,3
szablista,9,3
szablistka,10,3
szablistość,11,3
szablisty,9,3
szablodziób,11,3
szablogrzbiet,13,3
szablon,7,2
szablonowość,12,4
szablonowy,10,4
szablorogi,10,4
szablowatość,12,4
szablowaty,10,4
szablowość,10,3
szablowy,8,3
szablozębny,11,4
szablozęby,10,4
szabota,7,3
szabrolizm,10,3
szabrować,9,3
szabrownictwo,13,4
szabrowniczka,13,4
szabrowniczy,12,4
szabrownik,10,3
szach,5,1
szach,5,1
szach,5,1
szacharit,9,3
szacher,7,2
szacher,7,2
szacherka,9,3
szachinszach,12,3
szachista,9,3
szachistka,10,3
szachować,9,3
szachownica,11,4
szachownicowy,13,5
szachowniczka,13,4
szachowy,8,3
szachraj,8,2
szachrajka,10,3
szachrajski,11,3
szachrajskość,13,3
szachrajstwo,12,3
szachrować,10,3
szacht,6,1
szachtowy,9,3
szachulcowy,11,4
szachulec,9,3
szachy,6,2
szacować,8,3
szacowniejszy,13,4
szacowny,8,3
szacujący,9,4
szacun,6,2
szacuneczek,11,4
szacunek,8,3
szacunkowy,10,4
szadczanin,10,3
szadczanka,10,3
szadecki,8,3
szadkowianin,12,4
szadkowianka,12,4
szadok,6,2
szadzić,7,2
szadź,5,1
szafa,5,2
szafareczka,11,4
szafarka,8,3
szafarnia,9,3
szafarz,7,2
szafarzyć,9,3
szafeczka,9,3
szafel,6,2
szafiarka,9,3
szafiarski,10,3
szafiarz,8,2
szafiasty,9,3
szafing,7,2
szafir,6,2
szafir,6,2
szafirek,8,3
szafirowy,9,4
szafiry,7,3
szafka,6,2
szafki,6,2
szafkowy,8,3
szaflarski,10,3
szafliczek,10,3
szaflik,7,2
szafot,6,2
szafować,8,3
szafowiec,9,3
szafowy,7,3
szafran,7,2
szafranica,10,4
szafranictwo,12,4
szafraniec,10,3
szafranowozłoty,15,6
szafranowożółty,15,6
szafranowy,10,4
szafuski,8,3
szaga,5,2
szagryn,7,2
szagrynowy,10,4
szahada,7,3
szahadah,8,3
szahdah,7,2
szahid,6,2
szahida,7,3
szahidka,8,3
szahidowy,9,4
szahristan,10,3
szaja,5,2
szajba,6,2
szajbnięty,10,3
szajbus,7,2
szajbuska,9,3
szajch,6,1
szajer,6,2
szajgec,7,2
szajka,6,2
szajowóz,8,3
szajr,5,1
szajry,6,2
szajs,5,1
szajsowaty,10,4
szajspapier,11,3
szajza,6,2
szakal,6,2
szakali,7,3
szakalogłowy,12,5
szakla,6,2
szaklować,9,3
szakłak,7,2
szakłakowate,12,5
szakłakowaty,12,5
szakłakowiec,12,4
szakłakowy,10,4
szakszuka,9,3
szal,4,1
szala,5,2
szalanda,8,3
szalbierczy,11,3
szalbierski,11,3
szalbierskość,13,3
szalbierstwo,12,3
szalbierz,9,2
szaleciarka,11,4
szaleciarz,10,3
szalecik,8,3
szaleć,6,2
szalej,6,2
szalejowy,9,4
szaleniec,9,3
szaleniej,9,3
szaleńczy,9,3
szaleństwo,10,3
szaleńszy,9,3
szalet,6,2
szaletowa,9,4
szaletowy,9,4
szaletowy,9,4
szaliczek,9,3
szalik,6,2
szalikowiec,11,4
szalikowy,9,4
szalka,6,2
szalkowy,8,3
szalokaptur,11,4
szalom,6,2
szalona,7,3
szalony,7,3
szalony,7,3
szalony,7,3
szalotka,8,3
szalotkowy,10,4
szalować,8,3
szalowanie,10,4
szalowy,7,3
szalówka,8,3
szalunek,8,3
szalunkowy,10,4
szalupa,7,3
szalupka,8,3
szalupowy,9,4
szał,4,1
szałamaja,9,4
szałaput,8,3
szałaputa,9,4
szałaputa,9,4
szałaputka,10,4
szałaputny,10,4
szałas,6,2
szałasik,8,3
szałasisko,10,4
szałasowy,9,4
szałaśnictwo,12,4
szałaśniczy,11,4
szaławiła,9,4
szaławiła,9,4
szałcik,7,2
szałfer,7,2
szałot,6,2
szałowy,7,3
szałówka,8,3
szałszański,11,3
szałtanos,9,3
szałwia,7,2
szałwiowy,9,3
szama,5,2
szamać,6,2
szaman,6,2
szamanistyczny,14,5
szamanizm,9,3
szamanizować,12,5
szamanka,8,3
szamański,9,3
szamańskość,11,3
szamaństwo,10,3
szamasz,7,2
szambelan,9,3
szambelania,11,4
szambelanowa,12,5
szambelański,12,4
szambelańskość,14,4
szambelaństwo,13,4
szambiarka,10,3
szambiarz,9,2
szambo,6,2
szambonurek,11,4
szambowóz,9,3
szambowy,8,3
szamerować,10,4
szamerowanie,12,5
szamerunek,10,4
szames,6,2
szamet,6,2
szamisen,8,3
szamocinianin,13,5
szamocinianka,13,5
szamociński,11,4
szamocińskość,13,4
szamorodni,10,4
szamot,6,2
szamota,7,3
szamotać,8,3
szamotanina,11,5
szamotka,8,3
szamotownia,11,4
szamotowy,9,4
szamotówka,10,4
szamotulanin,12,5
szamotulanka,12,5
szamotulski,11,4
szamotulskość,13,4
szamozaur,9,4
szamozyt,8,3
szamozytowy,11,5
szampan,7,2
szampanek,9,3
szampanik,9,3
szampanka,9,3
szampanopodobny,15,6
szampański,10,3
szampański,10,3
szampańskość,12,3
szampinion,10,3
szampion,8,2
szampion,8,2
szampon,7,2
szamponetka,11,4
szamponiarka,12,4
szampun,7,2
szanek,6,2
szanghajczyk,12,3
szanghajka,10,3
szanghajski,11,3
szanghajskość,13,3
szaniec,7,2
szankier,8,2
szanon,6,2
szanować,8,3
szanowanko,10,4
szanowniej,10,3
szanowniejszy,13,4
szanowny,8,3
szansa,6,2
szanse,6,2
szansonetka,11,4
szansonista,11,4
szansonistka,12,4
szanta,6,2
szantan,7,2
szantaż,7,2
szantażować,11,4
szantażyk,9,3
szantażysta,11,4
szantażystka,12,4
szantman,8,2
szantowaty,10,4
szantowo,8,3
szantowy,8,3
szantrapa,9,3
szantung,8,2
szantuński,10,3
szantuńskość,12,3
szantymen,9,3
szańcować,9,3
szańcowiec,10,3
szańcowy,8,3
szańczyk,8,2
szaolinki,9,4
szap,4,1
szapa,5,2
szaperon,8,3
szapirograf,11,4
szapito,7,3
szapoklak,9,3
szapowy,7,3
szaptalizacja,13,5
szaptalizować,13,5
szaraban,8,3
szaraczek,9,3
szaraczek,9,3
szaraczek,9,3
szaraczkowy,11,4
szarada,7,3
szaradka,8,3
szaradomania,12,5
szaradowy,9,4
szaradziarski,13,4
szaradziarskość,15,4
szaradziarstwo,14,4
szaradzista,11,4
szaradzistka,12,4
szaragi,7,3
szarak,6,2
szarańcza,9,3
szarańczak,10,3
szarańczaki,11,4
szarańczakowate,15,6
szarańczakowaty,15,6
szarańczowate,13,5
szarańczowaty,13,5
szarańczyn,10,3
szaraszka,9,3
szarawary,9,4
szarawka,8,3
szarawobiało,12,5
szarawobiały,12,5
szarawość,9,3
szarawozielono,14,6
szarawozielony,14,6
szarawy,7,3
szareńki,8,3
szarfa,6,2
szarfeczka,10,3
szarfmeca,9,3
szarfować,9,3
szargać,7,2
szaria,6,2
szariacki,9,3
szariat,7,2
szarif,6,2
szarijacki,10,4
szarijat,8,3
szariki,7,3
szarka,6,2
szarlatan,9,3
szarlataneria,13,5
szarlatanizm,12,4
szarlatanka,11,4
szarlatański,12,4
szarlatańskość,14,4
szarlataństwo,13,4
szarlotka,9,3
szarłat,7,2
szarłatowate,12,5
szarłatowaty,12,5
szarm,5,1
szarmancja,10,3
szarmancki,10,3
szarmanckość,12,3
szarmanteria,12,4
szarmeza,8,3
szarobeżowo,11,5
szarobeżowy,11,5
szarobiaławy,12,5
szarobiało,10,4
szarobiały,10,4
szarobłękitnie,14,5
szarobłękitno,13,5
szarobłękitny,13,5
szarobrązowy,12,5
szarobrunatno,13,5
szarobrunatny,13,5
szarobrzeżek,12,4
szaroburo,9,4
szarobury,9,4
szaroczarno,11,4
szaroczarny,11,4
szaroczerwony,13,5
szarofiołkowy,13,5
szarogęsić,10,4
szarogłaz,9,3
szarogłazowy,12,5
szarokremowy,12,5
szarole,7,3
szaroliliowy,12,5
szarolistny,11,4
szaron,6,2
szaroniebieski,14,6
szaroniebieskosrebrzysty,24,9
szarooki,8,4
szaropióry,10,4
szaroplatynowy,14,6
szaropłowy,10,4
szaropopielaty,14,6
szaroróżowy,11,5
szarorudy,9,4
szarosiny,9,4
szarosiwy,9,4
szarosrebrno,12,4
szarosrebrny,12,4
szarosrebrzysty,15,5
szarostalowy,12,5
szarostrefowy,13,5
szaroszeregowy,14,6
szaroszpatacki,14,5
szarości,8,3
szarość,7,2
szarota,7,3
szarotka,8,3
szarowiśniowy,13,5
szarozielonawy,14,6
szarozielonkawy,15,6
szarozielono,12,5
szarozielony,12,5
szaroziem,9,3
szarożółtawy,12,5
szarożółto,10,4
szarożółty,10,4
szarówa,7,3
szarówka,8,3
szarpacz,8,2
szarpać,7,2
szarpak,7,2
szarpakowy,10,4
szarpalnia,10,3
szarpanina,10,4
szarpanka,9,3
szarparka,9,3
szarparnia,10,3
szarpia,7,2
szarpiący,9,3
szarpidructwo,13,4
szarpidrut,10,3
szarpie,7,2
szarpistruna,12,4
szarpnąć,8,2
szarpnięcie,11,4
szarsza,7,2
szartreza,9,3
szaruga,7,3
szarugowy,9,4
szarwark,8,2
szarwarkowe,11,4
szarwarkowy,11,4
szary,5,2
szarytka,8,3
szarytki,8,3
szarzeć,7,2
szarzej,7,2
szarzeń,7,2
szarzyzna,9,3
szarża,6,2
szarżować,9,3
szaser,6,2
szaserski,9,3
szaserskość,11,3
szasować,8,3
szast,5,1
szastać,7,2
szastarecki,11,4
szastnąć,8,2
szaszłyczek,11,3
szaszłyk,8,2
szaszłykarnia,13,4
szaszłykarz,11,3
szaszłykowy,11,4
szata,5,2
szatan,6,2
szatan,6,2
szatani,7,3
szataniec,9,3
szatanizm,9,3
szatanka,8,3
szatański,9,3
szatańskość,11,3
szataństwo,10,3
szatarnia,9,3
szatierka,9,3
szatka,6,2
szatkować,9,3
szatkownica,11,4
szatkownik,10,3
szatna,6,2
szatnia,7,2
szatniarka,10,3
szatniarski,11,3
szatniarz,9,2
szatnica,8,3
szatnicza,9,3
szatniczy,9,3
szatniowa,9,3
szatniowy,9,3
szatniowy,9,3
szatny,6,2
szatny,6,2
szatobriand,11,3
szatownia,9,3
szatra,6,2
szaty,5,2
szatyn,6,2
szatynka,8,3
szatynowy,9,4
szaulis,7,3
szawelski,9,3
szawelskość,11,3
szaweł,6,2
szawłok,7,2
szczać,6,1
szczakowski,11,3
szczakowskość,13,3
szczaniecki,11,3
szczapa,7,2
szczapka,8,2
szczapkowaty,12,4
szczapowaty,11,4
szczapowy,9,3
szczaw,6,1
szczaw,6,1
szczawa,7,2
szczawian,9,2
szczawianowy,12,4
szczawiany,10,3
szczawieński,12,3
szczawieńskość,14,3
szczawik,8,2
szczawik,8,2
szczawikowate,13,5
szczawikowaty,13,5
szczawikowy,11,4
szczawiński,11,3
szczawińskość,13,3
szczawiooctan,13,4
szczawiowa,10,3
szczawiowy,10,3
szczawiór,9,2
szczawiówka,11,3
szczawnianin,12,3
szczawnianka,12,3
szczawnicki,11,3
szczawnickość,13,3
szczawniczanin,14,4
szczawniczanka,14,4
szczątek,8,2
szczątki,8,2
szczątkowy,10,3
szczebel,8,2
szczebelek,10,3
szczebiot,9,2
szczebiotać,11,3
szczebiotanie,13,5
szczebiotka,11,3
szczebiotliwiej,15,5
szczebiotliwość,15,4
szczebiotliwy,13,4
szczeblina,10,3
szczeblinowy,12,4
szczebrzeszynianin,18,5
szczebrzeszynianka,18,5
szczebrzeszyński,16,4
szczebrzeszyńskość,18,4
szczecina,9,3
szczecinczanin,14,4
szczecinczanka,14,4
szczecinecczanin,16,5
szczecinecczanka,16,5
szczecinecki,12,4
szczecineckość,14,4
szczeciniak,11,3
szczecinianin,13,4
szczecinianka,13,4
szczeciniarka,13,4
szczeciniasty,13,4
szczecinka,10,3
szczecinkowatość,16,5
szczecinkowaty,14,5
szczecinowatość,15,5
szczecinowaty,13,5
szczecinowy,11,4
szczeciński,11,3
szczecińskość,13,3
szczeciogon,11,3
szczeciogonek,13,4
szczeciogonki,13,4
szczecionogi,12,4
szczecionóg,11,3
szczecioszczęki,15,4
szczecioszczękie,16,5
szczecioszczękowce,18,5
szczecioszczękowiec,19,6
szczeciowate,12,4
szczeciowaty,12,4
szczeciowce,11,3
szczeciowiec,12,4
szczecioząb,11,3
szczeć,6,1
szczególik,10,3
szczególniej,12,3
szczególniejszy,15,4
szczególność,12,3
szczególny,10,3
szczegół,8,2
szczegółowiej,13,4
szczegółowoprzeczący,20,7
szczegółowość,13,4
szczegółowotwierdzący,21,7
szczegółowszy,13,4
szczegółowy,11,4
szczek,6,1
szczekacz,9,2
szczekaczka,11,3
szczekać,8,2
szczekający,11,4
szczekania,10,3
szczekanie,10,3
szczekanina,11,4
szczekliwy,10,3
szczeknąć,9,2
szczeknięcie,12,4
szczekocinianin,15,5
szczekocinianka,15,5
szczekociński,13,4
szczekun,8,2
szczekunka,10,3
szczekuszka,11,3
szczekuszkowate,15,5
szczekuszkowaty,15,5
szczelina,9,3
szczeliniak,11,3
szczelinka,10,3
szczelinomierz,14,4
szczelinować,12,4
szczelinowatość,15,5
szczelinowaty,13,5
szczelinowiec,13,4
szczelinowość,13,4
szczelinowy,11,4
szczelinówka,12,4
szczeliwo,9,3
szczelniej,10,2
szczelniejszy,13,3
szczelność,10,2
szczelny,8,2
szczena,7,2
szczeniacki,11,3
szczeniackość,13,3
szczeniactwo,12,3
szczeniaczek,12,3
szczeniaczy,11,3
szczeniak,9,2
szczeniak,9,2
szczeniakieria,14,6
szczeniakowaty,14,5
szczeniara,10,3
szczeniątko,11,3
szczenić,8,2
szczenię,8,2
szczenięctwo,12,3
szczenięcy,10,3
szczenność,10,2
szczenny,8,2
szczep,6,1
szczepak,8,2
szczepek,8,2
szczepić,8,2
szczepienie,11,4
szczepionka,11,3
szczepionkowiec,15,5
szczepionkowy,13,4
szczepka,8,2
szczeponogi,11,4
szczeponóg,10,3
szczepowa,9,3
szczepowość,11,3
szczepowy,9,3
szczepowy,9,3
szczerba,8,2
szczerbak,9,2
szczerbaki,10,3
szczerbatka,11,3
szczerbatość,12,3
szczerbaty,10,3
szczerbić,9,2
szczerbiec,10,2
szczerbina,10,3
szczerbinka,11,3
szczerbówka,11,3
szczercowianin,14,4
szczercowianka,14,4
szczercowski,12,3
szczercowskość,14,3
szczerk,7,1
szczerklina,11,3
szczerknąć,10,2
szczerkowy,10,3
szczerolotek,12,4
szczeropolski,13,4
szczeropolskość,15,4
szczerosrebrny,14,4
szczerość,9,2
szczerozłoty,12,4
szczerszy,9,2
szczery,7,2
szczerza,8,2
szczerzej,9,2
szczerzyca,10,3
szczerzyć,9,2
szczetnica,10,3
szczetnice,10,3
szczetny,8,2
szczeżuja,9,3
szczędzić,9,2
szczęk,6,1
szczęka,7,2
szczękać,8,2
szczękarz,9,2
szczęki,7,2
szczęknąć,9,2
szczęknięcie,12,4
szczękoczułek,13,4
szczękoczułkowce,16,5
szczękoczułkowiec,17,5
szczękonóże,11,4
szczękonóżka,12,4
szczękoroże,11,4
szczękościsk,12,3
szczękouste,11,4
szczękousty,11,4
szczękowce,10,3
szczękowiec,11,3
szczękowiec,11,3
szczękowy,9,3
szczęsny,8,2
szczęściara,11,3
szczęściarka,12,3
szczęściarz,11,2
szczęścić,9,2
szczęście,9,2
szczęściem,10,2
szczęściodajny,14,4
szczęślin,9,2
szczęśliwicki,13,4
szczęśliwickość,15,4
szczęśliwiec,12,3
szczęśliwiej,12,3
szczęśliwostka,14,4
szczęśliwość,12,3
szczęśliwszy,12,3
szczęśliwy,10,3
szczęśniejszy,13,3
szczęt,6,1
szczi,5,1
szczmiel,8,1
szczochy,8,2
szczodrobliwiej,15,4
szczodrobliwość,15,4
szczodrobliwszy,15,4
szczodrobliwy,13,4
szczodrość,10,2
szczodry,8,2
szczodrzej,10,2
szczodrzejszy,13,3
szczodrzenica,13,4
szczodrzeniec,13,3
szczota,7,2
szczoteczka,11,3
szczoteczkowaty,15,5
szczoteczkowy,13,4
szczotecznica,13,4
szczotka,8,2
szczotkarka,11,3
szczotkarski,12,3
szczotkarskość,14,3
szczotkarstwo,13,3
szczotkarz,10,2
szczotkoryjce,13,4
szczotkować,11,3
szczotkowato,12,4
szczotkowaty,12,4
szczotkowy,10,3
szczotlicha,11,3
szczucinianin,13,4
szczucinianka,13,4
szczuciński,11,3
szczucińskość,13,3
szczuczynianin,14,4
szczuczynianka,14,4
szczuczyński,12,3
szczuczyńskość,14,3
szczuć,6,1
szczudlarz,10,2
szczudlasty,11,3
szczudłak,9,2
szczudłakowate,14,5
szczudłakowaty,14,5
szczudło,8,2
szczudłonogi,12,4
szczudłonogi,12,4
szczudłonogie,13,4
szczudłonóg,11,3
szczudłowatość,14,4
szczudłowaty,12,4
szczudłowy,10,3
szczujnia,9,2
szczun,6,1
szczupaczek,11,3
szczupaczy,10,3
szczupak,8,2
szczupakokształtne,18,5
szczupakokształtny,18,5
szczupakowate,13,5
szczupakowaty,13,5
szczupakowy,11,4
szczupakówka,12,4
szczupleć,9,2
szczuplej,9,2
szczuplejszy,12,3
szczupluchno,12,3
szczupluchny,12,3
szczuplusieńki,14,4
szczupluteńki,13,4
szczuplutki,11,3
szczupławy,10,3
szczupłobiodry,14,4
szczupłość,10,2
szczupły,8,2
szczur,6,1
szczurek,8,2
szczurkowaty,12,4
szczurołap,10,3
szczurołapka,12,4
szczuropodobny,14,5
szczuroskoczek,14,4
szczurowaty,11,4
szczurowski,11,3
szczurowskość,13,3
szczurzy,8,2
szczurzyca,10,3
szczurzyn,9,2
szczurzysko,11,3
szczutek,8,2
szczutowski,11,3
szczutowskość,13,3
szczwacz,8,1
szczwany,8,2
szczwół,7,1
szczycić,8,2
szczycieński,12,3
szczycieńskość,14,3
szczycik,8,2
szczygieł,9,2
szczygiełek,11,3
szczygli,8,2
szczyglica,10,3
szczyk,6,1
szczyl,6,1
szczyny,7,2
szczypać,8,2
szczypanka,10,3
szczypawa,9,3
szczypawica,11,4
szczypawka,10,3
szczypawki,10,3
szczypawkowate,14,5
szczypawkowaty,14,5
szczypce,8,2
szczypcowy,10,3
szczypczyki,11,3
szczypior,9,2
szczypior,9,2
szczypiorek,11,3
szczypiorkowy,13,4
szczypiorniak,13,4
szczypiornista,14,4
szczypiornistka,15,4
szczypiorowy,12,4
szczypiór,9,2
szczypka,8,2
szczypnąć,9,2
szczypnięcie,12,4
szczypta,8,2
szczyr,6,1
szczyrczanin,12,3
szczyrczanka,12,3
szczyrecki,10,3
szczyrk,7,1
szczyrkowianin,14,4
szczyrkowianka,14,4
szczyrkowski,12,3
szczyt,6,1
szczytnianin,12,3
szczytnianka,12,3
szczytnica,10,3
szczytnicki,11,3
szczytnickość,13,3
szczytnicowate,14,5
szczytnicowaty,14,5
szczytniej,10,2
szczytniejszy,13,3
szczytnowski,12,3
szczytnowskość,14,3
szczytny,8,2
szczytować,10,3
szczytowanie,12,4
szczytowy,9,3
szczytówka,10,3
szebeka,7,3
szechina,8,3
szechita,8,3
szedyt,6,2
szef,4,1
szefelin,8,3
szefica,7,3
szeflera,8,3
szefostwo,9,3
szefostwo,9,3
szefowa,7,3
szefować,8,3
szefowo,7,3
szefowski,9,3
szefowskość,11,3
szefunio,8,3
szefuńcio,9,3
szeik,5,2
szejch,6,1
szejk,5,1
szejk,5,1
szejkanat,9,3
szejkat,7,2
szejker,7,2
szekel,6,2
szekiel,7,2
szekla,6,2
szeklować,9,3
szekspirolog,12,4
szekspirologia,14,5
szekspirologiczny,17,6
szekspirowski,13,4
szekspirowskość,15,4
szelak,6,2
szelakowy,9,4
szeląg,6,2
szelągowe,9,4
szelągowy,9,4
szelążek,8,3
szelążne,8,3
szelążny,8,3
szelbąg,7,2
szelbiąg,8,2
szeleczka,9,3
szeleczki,9,3
szelest,7,2
szelestać,9,3
szelestliwy,11,4
szelestnica,11,4
szelestnicowy,13,5
szeleszczący,12,4
szeleścić,9,3
szelężne,8,3
szelężnik,9,3
szelężny,8,3
szelf,5,1
szelfowy,8,3
szeliniak,9,3
szelit,6,2
szelka,6,2
szelki,6,2
szelkowski,10,3
szelkowskość,12,3
szelkowy,8,3
szelma,6,2
szelma,6,2
szelmeczka,10,3
szelmić,7,2
szelmostwo,10,3
szelmować,9,3
szelmowski,10,3
szelmowskość,12,3
szelmsztuk,10,2
szelmucha,9,3
szelmuta,8,3
szelmutka,9,3
szelski,7,2
szelskość,9,2
szema,5,2
szemrać,7,2
szemrania,9,3
szemranie,9,3
szemrany,8,3
szemudzki,9,3
szeng,5,1
szenila,7,3
szenilowy,9,4
szeol,5,2
szepcik,7,2
szepczący,9,3
szepietowianin,14,6
szepietowianka,14,6
szepietowski,12,4
szepietowskość,14,4
szeplenić,9,3
szepleniuch,11,3
szepnąć,7,2
szept,5,1
szeptacz,8,2
szeptać,7,2
szeptanina,10,4
szeptanka,9,3
szeptany,8,3
szeptem,7,2
szeptomarketing,15,5
szeptun,7,2
szeptunka,9,3
szepty,6,2
szer,4,1
szerardyzacja,13,5
szerbet,7,2
szerchla,8,2
szerchlowaty,12,4
szereg,6,2
szeregi,7,3
szeregiem,9,3
szeregować,10,4
szeregowiec,11,4
szeregowiec,11,4
szeregowy,9,4
szeregowy,9,4
szeregówka,10,4
szerl,5,1
szerlit,7,2
szermierczy,11,3
szermierka,10,3
szermierski,11,3
szermierskość,13,3
szermierstwo,12,3
szermierz,9,2
szermować,9,3
szeroki,7,3
szerokobary,11,5
szerokobiodry,13,5
szerokoboczny,13,5
szerokobrzeżek,14,5
szerokoekranowość,17,7
szerokoekranowy,15,7
szerokoeliptyczny,17,7
szerokoformatowy,16,7
szerokogłowy,12,5
szerokojajowaty,15,7
szerokokadłubowiec,18,7
szerokokadłubowy,16,7
szerokokątny,12,5
szerokokoalicyjny,17,8
szerokokresy,12,5
szerokolistny,13,5
szerokołuskowy,14,6
szerokomłotny,13,5
szerokonose,11,5
szerokonosy,11,5
szerokootworowy,15,7
szerokopasmowy,14,6
szerokopienny,13,5
szerokoplecy,12,5
szerokopleczysty,16,6
szerokoprofilowy,16,7
szerokorondy,12,5
szerokoskrzydły,15,5
szerokosłoisty,14,6
szerokostożkowy,15,6
szerokościowy,13,5
szerokość,9,3
szerokotorowy,13,6
szerować,8,3
szerpa,6,2
szerpentyna,11,4
szerpijski,10,3
szerszenieć,11,3
szerszeniowiec,14,5
szerszeń,8,2
szerszy,7,2
szerting,8,2
szeryf,6,2
szeryf,6,2
szeryfka,8,3
szeryfowy,9,4
szeryzacja,10,4
szerzej,7,2
szerzyciel,10,3
szerzycielka,12,4
szerzyć,7,2
szerzyński,10,3
szerzyńskość,12,3
szerzyzna,9,3
szesnasta,9,3
szesnastak,10,3
szesnastak,10,3
szesnastka,10,3
szesnastkowo,12,4
szesnastkowy,12,4
szesnastobitowy,15,6
szesnastodniowy,15,5
szesnastoelementowy,19,8
szesnastogodzinny,17,6
szesnastokrotność,17,5
szesnastokrotny,15,5
szesnastolatek,14,5
szesnastolatek,14,5
szesnastolatka,14,5
szesnastolatki,14,5
szesnastolecie,14,5
szesnastoletni,14,5
szesnastomiesięczny,19,7
szesnastoosobowy,16,7
szesnastoramienny,17,6
szesnastostopniowy,18,6
szesnastotonowy,15,6
szesnastotysięczny,18,6
szesnastowieczny,16,5
szesnasty,9,3
szesnasty,9,3
szesnaście,10,3
szesnaścioro,12,4
sześcian,8,2
sześcianek,10,3
sześcianik,10,3
sześcienny,10,3
sześcioakcentowy,16,6
sześcioazotan,13,5
sześciobarwność,15,4
sześciobarwny,13,4
sześciobiegowy,14,6
sześcioboczność,15,4
sześcioboczny,13,4
sześciobok,10,3
sześciobój,10,3
sześciocalowy,13,5
sześciocentymetrowy,19,7
sześciocyfrowy,14,5
sześciocylindrowy,17,6
sześcioczęściowy,16,6
sześcioczłonowy,15,5
sześciodniowy,13,5
sześciodniówka,14,5
sześciodrożny,13,4
sześcioelementowy,17,7
